,Away Team,Home Team,Winner,Away Win,ADJOE_diff,ADJDE_diff,BARTHAG_diff,EFG_O_diff,EFG_D_diff,TOR_diff,TORD_diff,ORB_diff,DRB_diff,FTR_diff,FTRD_diff,2P_O_diff,2P_D_diff,3P_O_diff,3P_D_diff,ADJ_T_diff,WAB_diff
10,Florida,Florida St.,Florida St.,N,0.5222052067381314,0.378731343283582,0.5146716348393107,0.4511041009463721,0.4379562043795619,0.4626865671641791,0.6105263157894736,0.4275184275184276,0.7298387096774195,0.3944954128440367,0.44545454545454544,0.4251336898395721,0.5333333333333333,0.5098039215686273,0.3813953488372094,0.3254237288135592,0.4144620811287478
11,Norfolk St.,Michigan,Michigan,N,0.26952526799387444,0.7220149253731345,0.1301816488122962,0.4100946372239747,0.5912408759124088,0.8308457711442786,0.6421052631578947,0.5479115479115478,0.6854838709677418,0.7752293577981652,0.8200000000000001,0.31016042780748665,0.5478260869565217,0.6117647058823529,0.6930232558139534,0.6644067796610168,0.21516754850088182
12,Fort Wayne,UCLA,UCLA,N,0.5176110260336905,0.4738805970149254,0.4106893339543549,0.5930599369085172,0.5656934306569342,0.4029850746268657,0.605263157894737,0.2923832923832924,0.5806451612903225,0.2706422018348623,0.43636363636363634,0.5802139037433154,0.5594202898550724,0.5686274509803922,0.6232558139534883,0.4881355932203387,0.4603174603174603
13,The Citadel,Clemson,Clemson,N,0.5252679938744255,0.8078358208955225,0.19078947368421045,0.5141955835962143,0.7335766423357664,0.39303482587064686,0.34736842105263144,0.4152334152334152,0.814516129032258,0.3532110091743119,0.5145454545454545,0.5347593582887701,0.8202898550724638,0.5294117647058825,0.5674418604651164,0.7864406779661013,0.3421516754850088
14,Southeastern Louisiana,LSU,LSU,N,0.25267993874425715,0.529850746268657,0.18712156497438281,0.44794952681387995,0.416058394160584,0.8208955223880599,0.5421052631578945,0.3783783783783783,0.4153225806451612,0.5321100917431193,0.5963636363636363,0.39572192513368976,0.47536231884057967,0.5686274509803922,0.43255813953488353,0.36949152542372854,0.21693121693121692
15,Fairfield,Purdue,Purdue,N,0.13169984686064323,0.5671641791044777,0.12057522123893805,0.38170347003154576,0.5364963503649635,0.7562189054726367,0.6473684210526314,0.27518427518427524,0.596774193548387,0.39220183486238536,0.6363636363636365,0.409090909090909,0.5565217391304347,0.407843137254902,0.5813953488372092,0.5966101694915252,0.1146384479717813
16,Western Kentucky,Washington,Washington,N,0.5176110260336907,0.4850746268656718,0.4171518397764322,0.4037854889589904,0.4562043795620436,0.5024875621890548,0.20000000000000007,0.49385749385749383,0.24596774193548399,0.6032110091743118,0.33090909090909093,0.41711229946524064,0.46956521739130425,0.41176470588235303,0.5209302325581396,0.5830508474576273,0.3844797178130511
17,Alabama A&M,South Florida,South Florida,N,0.3200612557427258,0.625,0.17192594317652543,0.3690851735015771,0.5985401459854016,0.49751243781094523,0.4526315789473685,0.2776412776412777,0.7338709677419355,0.002293577981651418,0.4054545454545454,0.36898395721925126,0.6115942028985506,0.43529411764705894,0.5999999999999999,0.4677966101694915,0.21693121693121692
18,Alabama St.,Iowa St.,Iowa St.,N,0.16385911179173024,0.6473880597014927,0.06258733115975779,0.20189274447949518,0.572992700729927,0.7462686567164178,0.6263157894736842,0.5626535626535627,0.6129032258064515,0.6995412844036697,0.7254545454545454,0.1871657754010695,0.6289855072463767,0.3411764705882352,0.5209302325581396,0.49830508474576285,0.21869488536155202
19,Alcorn St.,Tulsa,Tulsa,N,0.30168453292496167,0.6156716417910447,0.183977643223102,0.29968454258675076,0.572992700729927,0.8159203980099503,0.5315789473684209,0.6560196560196561,0.6048387096774194,0.2339449541284404,0.5963636363636363,0.2941176470588235,0.6724637681159419,0.39607843137254906,0.43720930232558164,0.4169491525423728,0.30335097001763667
20,Arkansas Pine Bluff,San Diego St.,San Diego St.,N,0.4180704441041346,0.6268656716417911,0.22298556124825336,0.4258675078864353,0.5291970802919707,0.7014925373134329,0.5473684210526315,0.48648648648648657,0.6129032258064516,0.6949541284403669,0.6963636363636364,0.43850267379679136,0.5449275362318837,0.43921568627450974,0.586046511627907,0.4881355932203387,0.36331569664902996
